bruinID.text,button.numClicks,button.timesOn,button.timesOff,mouseLogIn.x,mouseLogIn.y,mouseLogIn.leftButton,mouseLogIn.midButton,mouseLogIn.rightButton,mouseLogIn.time,mouseLogIn.clicked_name,participant,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,subjage_slider.response,subjage_slider.rt,confidence_scale.response,confidence_scale.rt,key_resp_7.keys,key_resp_7.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,email_type,scam_button.numClicks,scam_button.timesOn,scam_button.timesOff,legit_button.numClicks,legit_button.timesOn,legit_button.timesOff,button_selections_1,confidence_scale_email.response,confidence_scale_email.rt,personal_rel_scale.response,personal_rel_scale.rt,curiosity_scale.response,curiosity_scale.rt,email_loop.thisRepN,email_loop.thisTrialN,email_loop.thisN,email_loop.thisIndex,email_loop.ran,emails,type,xsize,ysize,xpos,ypos,key_resp_11.keys,key_resp_11.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,textbox.text,next_button.numClicks,next_button.timesOn,next_button.timesOff,key_resp_8.keys,key_resp_8.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,key_resp_12.keys,key_resp_12.rt,button_3.numClicks,button_3.timesOn,button_3.timesOff,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,button_4.numClicks,button_4.timesOn,button_4.timesOff,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,button_5.numClicks,button_5.timesOn,button_5.timesOff,email_loops2.thisRepN,email_loops2.thisTrialN,email_loops2.thisN,email_loops2.thisIndex,email_loops2.ran,key_resp_3.keys,key_resp_3.rt,slider1_2.response,slider1_2.rt,trust_question,loop_GT.thisRepN,loop_GT.thisTrialN,loop_GT.thisN,loop_GT.thisIndex,loop_GT.ran,Phrases,instructionresp_2.keys,instructionresp_2.rt,key_resp_13.keys,key_resp_13.rt,gen_question,loop_G.thisRepN,loop_G.thisTrialN,loop_G.thisN,loop_G.thisIndex,loop_G.ran,Questions,instructionresp.keys,instructionresp.rt,key_resp_2.keys,key_resp_2.rt,lonely_question,loop_LS.thisRepN,loop_LS.thisTrialN,loop_LS.thisN,loop_LS.thisIndex,loop_LS.ran,key_resp_4.keys,key_resp_4.rt,rating.response,rating.rt,dementia_question,loop_dm.thisRepN,loop_dm.thisTrialN,loop_dm.thisN,loop_dm.thisIndex,loop_dm.ran,Items,key_resp.keys,key_resp.rt,slider1.response,slider1.rt,ss_question,loop_SS.thisRepN,loop_SS.thisTrialN,loop_SS.thisN,loop_SS.thisIndex,loop_SS.ran,Statements,slider.response,slider.rt,Gender,textboxAge.text,textboxBirthday.text,Education Level,Ethnicity,English Fluency,textboxAge_2.text,textboxCountry.text,FQ1textbox.text,textboxQuestion2.text,textboxQuestion3.text,FQ4 selection,Finish.numClicks,Finish.timesOn,Finish.timesOff
6134d8a566bc3dffe880e879,1,[13.371999999999986],[13.37299999999999],-0.087642063,-0.060227264,1,0,0,9.619,button,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,space,1.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,space,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,102.0965959,2.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,8.008117694,6.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,space,1.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,,,1,[32.625],[32.625],,1,[33.30800000000002],[33.30800000000002],0,[],[],"[""scam_button""]",9.87150237,1.441,8.667119317,0.943,6.769647977,0.832,0,0,0,2,1,resources/images/scam3.png,scam,1.2,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,,,2,"[32.625,82.69300000000001]","[32.625,82.69300000000001]",,2,"[33.30800000000002,83.507]","[33.30800000000002,83.507]",0,[],[],"[""scam_button""]",9.780605176,1.606,8.758016511,1.842,7.26958081,1.075,0,1,1,7,1,resources/images/scam5.jpg,scam,0.7,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,,,3,"[32.625,82.69300000000001,106.142]","[32.625,82.69300000000001,106.142]",,2,"[33.30800000000002,83.507]","[33.30800000000002,83.507]",1,[109.507],[109.507],"[""legit_button""]",6.690112716,0.844,5.349384739,0.808,4.088191156,0.913,0,2,2,9,1,resources/images/scam6.jpg,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,,,4,"[32.625,82.69300000000001,106.142,117.74200000000002]","[32.625,82.69300000000001,106.142,117.74200000000002]",,3,"[33.30800000000002,83.507,118.55699999999999]","[33.30800000000002,83.507,118.55699999999999]",1,[109.507],[109.507],"[""scam_button""]",9.860141304,1.193,9.098878821,0.909,8.587584922,0.908,0,3,3,21,1,resources/images/legit14-EDIT.jpg,legit,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,,,5,"[32.625,82.69300000000001,106.142,117.74200000000002,131.04200000000003]","[32.625,82.69300000000001,106.142,117.74200000000002,131.04200000000003]",,4,"[33.30800000000002,83.507,118.55699999999999,131.857]","[33.30800000000002,83.507,118.55699999999999,131.857]",1,[109.507],[109.507],"[""scam_button""]",8.258083678,1.092,6.656026918,0.762,6.656026918,0.609,0,4,4,20,1,resources/images/scam12.jpg,scam,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,,,6,"[32.625,82.69300000000001,106.142,117.74200000000002,131.04200000000003,142.108]","[32.625,82.69300000000001,106.142,117.74200000000002,131.04200000000003,142.108]",,5,"[33.30800000000002,83.507,118.55699999999999,131.857,143.10800000000003]","[33.30800000000002,83.507,118.55699999999999,131.857,143.10800000000003]",1,[109.507],[109.507],"[""scam_button""]",9.632899186,1.742,8.689844049,2.273,8.167186484,2.348,0,5,5,6,1,resources/images/scam4.png,scam,0.8,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,,,7,"[32.625,82.69300000000001,106.142,117.74200000000002,131.04200000000003,142.108,152.00800000000004]","[32.625,82.69300000000001,106.142,117.74200000000002,131.04200000000003,142.108,152.00900000000001]",,6,"[33.30800000000002,83.507,118.55699999999999,131.857,143.10800000000003,152.924]","[33.30800000000002,83.507,118.55699999999999,131.857,143.10800000000003,152.924]",1,[109.507],[109.507],"[""scam_button""]",9.496552528,1.199,8.780740376,0.907,8.667119317,3.075,0,6,6,16,1,resources/images/scam13.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,001,2025-05-08_20h30.12.377,SLSI_O,2022.2.5,Win32,59.95203837,,,,,,,,,,,8,"[32.625,82.69300000000001,106.142,117.74200000000002,131.04200000000003,142.108,152.00800000000004,162.808]","[32.625,82.69300000000001,106.142,117.74200000000002,131.04200000000003,142.108,152.00900000000001,162.80900000000003]",,7,"[33.30800000000002,83.507,118.55699999999999,131.857,143.10800000000003,152.924,163.79]","[33.30800000000002,83.507,118.55699999999999,131.857,143.10800000000003,152.924,163.79]",1,[109.507],[109.507],"[""scam_button""]",9.87150237,1.641,8.019479627,1.097,8.894361435,1.057,0,7,7,0,1,resources/images/scam_1.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
