bruinID.text,button.numClicks,button.timesOn,button.timesOff,mouseLogIn.x,mouseLogIn.y,mouseLogIn.leftButton,mouseLogIn.midButton,mouseLogIn.rightButton,mouseLogIn.time,mouseLogIn.clicked_name,repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,repeat.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,subjage_slider.response,subjage_slider.rt,confidence_scale.response,confidence_scale.rt,key_resp_7.keys,key_resp_7.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,email_type,scam_button.numClicks,scam_button.timesOn,scam_button.timesOff,legit_button.numClicks,legit_button.timesOn,legit_button.timesOff,button_selections_1,confidence_scale_email.response,confidence_scale_email.rt,personal_rel_scale.response,personal_rel_scale.rt,curiosity_scale.response,curiosity_scale.rt,email_loop.thisRepN,email_loop.thisTrialN,email_loop.thisN,email_loop.thisIndex,email_loop.ran,emails,type,xsize,ysize,xpos,ypos,key_resp_8.keys,key_resp_8.rt,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,button_5.numClicks,button_5.timesOn,button_5.timesOff,email_loops2.thisRepN,email_loops2.thisTrialN,email_loops2.thisN,email_loops2.thisIndex,email_loops2.ran,key_resp_3.keys,key_resp_3.rt,slider1_2.response,slider1_2.rt,trust_question,loop_GT.thisRepN,loop_GT.thisTrialN,loop_GT.thisN,loop_GT.thisIndex,loop_GT.ran,Phrases,instructionresp_2.keys,instructionresp_2.rt,key_resp_13.keys,key_resp_13.rt,gen_question,loop_G.thisRepN,loop_G.thisTrialN,loop_G.thisN,loop_G.thisIndex,loop_G.ran,Questions,instructionresp.keys,instructionresp.rt,key_resp_2.keys,key_resp_2.rt,lonely_question,loop_LS.thisRepN,loop_LS.thisTrialN,loop_LS.thisN,loop_LS.thisIndex,loop_LS.ran,key_resp_4.keys,key_resp_4.rt,rating.response,rating.rt,dementia_question,loop_dm.thisRepN,loop_dm.thisTrialN,loop_dm.thisN,loop_dm.thisIndex,loop_dm.ran,Items,key_resp.keys,key_resp.rt,slider1.response,slider1.rt,ss_question,loop_SS.thisRepN,loop_SS.thisTrialN,loop_SS.thisN,loop_SS.thisIndex,loop_SS.ran,Statements,slider.response,slider.rt,Gender,textboxAge.text,textboxBirthday.text,Education Level,Ethnicity,English Fluency,textboxAge_2.text,textboxCountry.text,FQ1textbox.text,textboxQuestion2.text,textboxQuestion3.text,FQ4 selection,Finish.numClicks,Finish.timesOn,Finish.timesOff
806266688,1,[11.791500000000006],[11.791500000000006],-0.028350034,-0.064644192,1,0,0,3.4008,button,0,0,0,0,1,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,space,6.4653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,space,11.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,25.92900815,10.4798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,,,8.455247962,5.2974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,,,,,space,5.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,,,,,,,1,[74.57279999995231],[74.57289999997616],,1,[76.73839999997614],[76.73849999999999],0,[],[],"[""scam_button""]",6.437372622,4.3311,1.48938519,2.6632,1.424337636,2.9807,0,0,0,9,1,resources/images/scam6.jpg,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,,,,,,,2,"[74.57279999995231,134.9057000000477]","[74.57289999997616,134.9057999999523]",,2,"[76.73839999997614,135.7385]","[76.73849999999999,135.73860000002384]",0,[],[],"[""scam_button""]",8.408372962,1.2641,6.423318614,1.9489,6.951511549,2.8455,0,1,1,17,1,resources/images/scam10.jpg,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,,,,,,,3,"[74.57279999995231,134.9057000000477,157.60570000004768]","[74.57289999997616,134.9057999999523,157.60579999995232]",,2,"[76.73839999997614,135.7385]","[76.73849999999999,135.73860000002384]",1,[158.12110000002383],[158.12110000002383],"[""legit_button""]",8.933254076,1.2316,8.033967391,1.3811,6.964673913,1.4143,0,2,2,8,1,resources/images/legit9-EDIT.png,legit,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,,,,,,,4,"[74.57279999995231,134.9057000000477,157.60570000004768,267.77229999995234]","[74.57289999997616,134.9057999999523,157.60579999995232,267.7723999999762]",,3,"[76.73839999997614,135.7385,268.7717000000477]","[76.73849999999999,135.73860000002384,268.77179999995235]",1,[158.12110000002383],[158.12110000002383],"[""scam_button""]",4.983695652,2.3461,4.983695652,0.9149,5.980553668,4.6481,0,3,3,0,1,resources/images/scam_1.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,,,,,,,5,"[74.57279999995231,134.9057000000477,157.60570000004768,267.77229999995234,297.7882000000477]","[74.57289999997616,134.9057999999523,157.60579999995232,267.7723999999762,297.7882000000477]",,3,"[76.73839999997614,135.7385,268.7717000000477]","[76.73849999999999,135.73860000002384,268.77179999995235]",2,"[158.12110000002383,298.2716000000239]","[158.12110000002383,298.2716000000239]","[""legit_button""]",5.629500679,0.6465,6.855213995,1.3136,6.784179688,1.3477,0,4,4,1,1,resources/images/scam_2.png,scam,0.9,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,972416,001,2025-04-14_17h50.11.046,SLSIC,2022.2.5,MacIntel,59.88023952,,,,,,,,,,,6,"[74.57279999995231,134.9057000000477,157.60570000004768,267.77229999995234,297.7882000000477,328.4382000000477]","[74.57289999997616,134.9057999999523,157.60579999995232,267.7723999999762,297.7882000000477,328.4382000000477]",,3,"[76.73839999997614,135.7385,268.7717000000477]","[76.73849999999999,135.73860000002384,268.77179999995235]",3,"[158.12110000002383,298.2716000000239,328.95500000000004]","[158.12110000002383,298.2716000000239,328.95500000000004]","[""legit_button""]",6.931258492,0.9975,6.869522758,0.4334,8.480044158,2.0654,0,5,5,21,1,resources/images/legit14-EDIT.jpg,legit,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
