bruinID.text,button.numClicks,button.timesOn,button.timesOff,mouseLogIn.x,mouseLogIn.y,mouseLogIn.leftButton,mouseLogIn.midButton,mouseLogIn.rightButton,mouseLogIn.time,mouseLogIn.clicked_name,repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,repeat.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,subjage_slider.response,subjage_slider.rt,confidence_scale.response,confidence_scale.rt,key_resp_7.keys,key_resp_7.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,email_type,scam_button.numClicks,scam_button.timesOn,scam_button.timesOff,legit_button.numClicks,legit_button.timesOn,legit_button.timesOff,button_selections_1,confidence_scale_email.response,confidence_scale_email.rt,personal_rel_scale.response,personal_rel_scale.rt,curiosity_scale.response,curiosity_scale.rt,email_loop.thisRepN,email_loop.thisTrialN,email_loop.thisN,email_loop.thisIndex,email_loop.ran,emails,type,xsize,ysize,xpos,ypos,key_resp_8.keys,key_resp_8.rt,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,button_5.numClicks,button_5.timesOn,button_5.timesOff,email_loops2.thisRepN,email_loops2.thisTrialN,email_loops2.thisN,email_loops2.thisIndex,email_loops2.ran,key_resp_3.keys,key_resp_3.rt,slider1_2.response,slider1_2.rt,trust_question,loop_GT.thisRepN,loop_GT.thisTrialN,loop_GT.thisN,loop_GT.thisIndex,loop_GT.ran,Phrases,instructionresp_2.keys,instructionresp_2.rt,key_resp_13.keys,key_resp_13.rt,gen_question,loop_G.thisRepN,loop_G.thisTrialN,loop_G.thisN,loop_G.thisIndex,loop_G.ran,Questions,instructionresp.keys,instructionresp.rt,key_resp_2.keys,key_resp_2.rt,lonely_question,loop_LS.thisRepN,loop_LS.thisTrialN,loop_LS.thisN,loop_LS.thisIndex,loop_LS.ran,key_resp_4.keys,key_resp_4.rt,rating.response,rating.rt,dementia_question,loop_dm.thisRepN,loop_dm.thisTrialN,loop_dm.thisN,loop_dm.thisIndex,loop_dm.ran,Items,key_resp.keys,key_resp.rt,slider1.response,slider1.rt,ss_question,loop_SS.thisRepN,loop_SS.thisTrialN,loop_SS.thisN,loop_SS.thisIndex,loop_SS.ran,Statements,slider.response,slider.rt,Gender,textboxAge.text,textboxBirthday.text,Education Level,Ethnicity,English Fluency,textboxAge_2.text,textboxCountry.text,FQ1textbox.text,textboxQuestion2.text,textboxQuestion3.text,FQ4 selection
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,15,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466]",,6,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504]",9,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999]","[""legit_button""]",10,1.386,7.026607673,4.362,5.97824203,2.763,0,14,14,8,1,resources/images/legit_23.png,legit,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,16,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996]",,7,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004]",9,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999]","[""scam_button""]",7.977773206,2.007,6.026842085,3.884,0,2.348,0,15,15,12,1,resources/images/scam17.png,scam,0.8,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,17,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443]",,8,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212]",9,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999]","[""scam_button""]",8.005544812,2.398,0,1.957,0,0.799,0,16,16,0,1,resources/images/scam8.jpg,scam,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,18,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999]",,8,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212]",10,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999]","[""legit_button""]",5.97824203,2.26,5.97824203,3.891,5.985185185,4.371,0,17,17,23,1,resources/images/scam_22.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,19,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999]",,9,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102]",10,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999]","[""scam_button""]",1.958351735,2.251,6.943293874,2.103,2.958117323,5.06,0,18,18,19,1,resources/images/scam_21.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,20,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999]",,10,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101,590.013]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102,590.013]",10,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999]","[""scam_button""]",1.021071496,2.629,0,2.975,0,1.344,0,19,19,5,1,resources/images/legit12.jpg,legit,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,21,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68]",,10,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101,590.013]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102,590.013]",11,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594]","[""legit_button""]",4.013425105,3.374,5.964356735,4.994,0.965528794,4.739,0,20,20,6,1,resources/images/legit13.jpg,legit,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,22,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999]",,10,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101,590.013]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102,590.013]",12,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999]","[""legit_button""]",3.923168659,1.378,0.965528794,3.11,0,1.491,0,21,21,15,1,resources/images/legit16.jpg,legit,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,23,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572]",,10,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101,590.013]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102,590.013]",13,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626]","[""legit_button""]",6.957179168,4.83,5.992128341,2.374,3.971768206,1.818,0,22,22,17,1,resources/images/legitimate_18.png,legit,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,24,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999]",,10,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101,590.013]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102,590.013]",14,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999]","[""legit_button""]",8.98448195,1.524,6.991893929,1.539,7.956944757,2.835,0,23,23,22,1,resources/images/scam_24.png,scam,1,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[685.653],[685.653],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,0,1.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[700.7],[700.7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,5.93658513,2.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,[708.0139999999999],[708.0139999999999],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,,,,,,,,,,,,,,7.984716362,1.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,space,2.701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,25,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999,720.525]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999,720.525]",,10,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101,590.013]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102,590.013]",15,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999,721.509]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999,721.509]","[""legit_button""]",2.958117323,1.45,6.943293874,4.63,2.978945773,2.661,,,,,,resources/images/scam4.png,scam,0.8,0.65,0,0,,,,,,,,,,,,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,26,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999,720.525,734.7239999999999]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999,720.525,734.7239999999999]",,11,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101,590.013,735.828]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102,590.013,735.828]",15,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999,721.509]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999,721.509]","[""scam_button""]",8.970596656,1.317,0,1.245,0,0.727,,,,,,resources/images/scam3.png,scam,1.2,0.65,0,0,,,,,,,,,,,,0,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,27,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999,720.525,734.7239999999999,746.963]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999,720.525,734.7239999999999,746.963]",,12,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101,590.013,735.828,748.039]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102,590.013,735.828,748.039]",15,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999,721.509]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999,721.509]","[""scam_button""]",8.949768206,2.063,6.026842085,1.931,0,1.087,,,,,,resources/images/scam6.jpg,scam,1,0.65,0,0,,,,,,,,,,,,0,2,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,841694,001,2025-04-17_18h02.29.784,SLSIC2,2022.2.5,Win32,144.092219,,,,,,,,,,,28,"[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46899999999994,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999,720.525,734.7239999999999,746.963,764.675]","[128.027,170.64599999999996,202.74399999999997,225.92099999999994,249.12599999999998,272.90799999999996,295.77899999999994,318.28299999999996,338.621,354.71899999999994,379.46999999999997,416.226,436.0229999999999,458.12299999999993,475.466,505.81899999999996,525.443,544.7529999999999,566.9359999999999,587.6719999999999,608.68,631.6339999999999,646.572,666.3399999999999,720.525,734.7239999999999,746.963,764.675]",,13,"[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.101,590.013,735.828,748.039,765.326]","[203.71499999999995,226.802,273.778,296.466,355.573,459.504,506.81100000000004,526.212,568.102,590.013,735.828,748.039,765.326]",15,"[130.29,171.75599999999997,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999,721.509]","[130.29,171.75699999999995,250.77799999999996,319.57199999999995,339.36899999999997,380.34099999999995,417.454,436.661,476.3179999999999,545.5149999999999,609.594,632.3409999999999,648.626,666.9559999999999,721.509]","[""scam_button""]",4.034253555,1.731,0,1.521,0,0.669,,,,,,resources/images/legit14-EDIT.jpg,legit,1,0.65,0,0,,,,,,,,,,,,0,3,3,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
