bruinID.text,button.numClicks,button.timesOn,button.timesOff,mouseLogIn.x,mouseLogIn.y,mouseLogIn.leftButton,mouseLogIn.midButton,mouseLogIn.rightButton,mouseLogIn.time,mouseLogIn.clicked_name,repeat.thisRepN,repeat.thisTrialN,repeat.thisN,repeat.thisIndex,repeat.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,subjage_slider.response,subjage_slider.rt,confidence_scale.response,confidence_scale.rt,key_resp_7.keys,key_resp_7.rt,button_2.numClicks,button_2.timesOn,button_2.timesOff,email_type,scam_button.numClicks,scam_button.timesOn,scam_button.timesOff,legit_button.numClicks,legit_button.timesOn,legit_button.timesOff,button_selections_1,confidence_scale_email.response,confidence_scale_email.rt,personal_rel_scale.response,personal_rel_scale.rt,curiosity_scale.response,curiosity_scale.rt,email_loop.thisRepN,email_loop.thisTrialN,email_loop.thisN,email_loop.thisIndex,email_loop.ran,emails,type,xsize,ysize,xpos,ypos,key_resp_8.keys,key_resp_8.rt,button_3.numClicks,button_3.timesOn,button_3.timesOff,button_4.numClicks,button_4.timesOn,button_4.timesOff,button_5.numClicks,button_5.timesOn,button_5.timesOff,email_loops2.thisRepN,email_loops2.thisTrialN,email_loops2.thisN,email_loops2.thisIndex,email_loops2.ran,key_resp_3.keys,key_resp_3.rt,slider1_2.response,slider1_2.rt,trust_question,loop_GT.thisRepN,loop_GT.thisTrialN,loop_GT.thisN,loop_GT.thisIndex,loop_GT.ran,Phrases,instructionresp_2.keys,instructionresp_2.rt,key_resp_13.keys,key_resp_13.rt,gen_question,loop_G.thisRepN,loop_G.thisTrialN,loop_G.thisN,loop_G.thisIndex,loop_G.ran,Questions,instructionresp.keys,instructionresp.rt,key_resp_2.keys,key_resp_2.rt,lonely_question,loop_LS.thisRepN,loop_LS.thisTrialN,loop_LS.thisN,loop_LS.thisIndex,loop_LS.ran,key_resp_4.keys,key_resp_4.rt,rating.response,rating.rt,dementia_question,loop_dm.thisRepN,loop_dm.thisTrialN,loop_dm.thisN,loop_dm.thisIndex,loop_dm.ran,Items,key_resp.keys,key_resp.rt,slider1.response,slider1.rt,ss_question,loop_SS.thisRepN,loop_SS.thisTrialN,loop_SS.thisN,loop_SS.thisIndex,loop_SS.ran,Statements,slider.response,slider.rt,Gender,textboxAge.text,textboxBirthday.text,Education Level,Ethnicity,English Fluency,textboxAge_2.text,textboxCountry.text,FQ1textbox.text,textboxQuestion2.text,textboxQuestion3.text,FQ4 selection,Finish.numClicks,Finish.timesOn,Finish.timesOff
006169498,1,[17.288000000000004],[17.288000000000004],0.310869565,-0.10326087,1,0,0,16.42,button,0,0,0,0,1,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,space,1.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,space,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,40.17391304,6.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,8.923913043,6.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,space,2.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,1,[53.355999999999995],[53.357],,1,[53.98800000000001],[53.98800000000001],0,[],[],"[""scam_button""]",6.782608696,1.79,3.934782609,3.453,3.065217391,3.56,0,0,0,22,1,resources/images/scam_24.png,scam,1,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,2,"[53.355999999999995,71.705]","[53.357,71.705]",,2,"[53.98800000000001,72.68799999999999]","[53.98800000000001,72.68799999999999]",0,[],[],"[""scam_button""]",8.891304348,1.553,8.304347826,1.892,0.141304348,2.079,0,1,1,13,1,resources/images/legit15.jpg,legit,0.95,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,3,"[53.355999999999995,71.705,97.48899999999998]","[53.357,71.705,97.48899999999998]",,2,"[53.98800000000001,72.68799999999999]","[53.98800000000001,72.68799999999999]",1,[98.588],[98.588],"[""legit_button""]",6.989130435,0.919,4.065217391,2.62,9.891304348,3.38,0,2,2,0,1,resources/images/scam8.jpg,scam,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,4,"[53.355999999999995,71.705,97.48899999999998,116.255]","[53.357,71.705,97.48899999999998,116.25599999999997]",,2,"[53.98800000000001,72.68799999999999]","[53.98800000000001,72.68799999999999]",2,"[98.588,116.90399999999997]","[98.588,116.90399999999997]","[""legit_button""]",9.97826087,1.535,9.97826087,0.671,3.043478261,1.359,0,3,3,23,1,resources/images/scam_22.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,5,"[53.355999999999995,71.705,97.48899999999998,116.255,125.172]","[53.357,71.705,97.48899999999998,116.25599999999997,125.172]",,3,"[53.98800000000001,72.68799999999999,125.80399999999997]","[53.98800000000001,72.68799999999999,125.80399999999997]",2,"[98.588,116.90399999999997]","[98.588,116.90399999999997]","[""scam_button""]",9.945652174,1.143,9.945652174,0.626,0.043478261,0.871,0,4,4,17,1,resources/images/legitimate_18.png,legit,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,6,"[53.355999999999995,71.705,97.48899999999998,116.255,125.172,134.439]","[53.357,71.705,97.48899999999998,116.25599999999997,125.172,134.439]",,4,"[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997]","[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997]",2,"[98.588,116.90399999999997]","[98.588,116.90399999999997]","[""scam_button""]",9.75,0.925,5.260869565,1.971,1.347826087,2.938,0,5,5,14,1,resources/images/scam18.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,7,"[53.355999999999995,71.705,97.48899999999998,116.255,125.172,134.439,165.88799999999998]","[53.357,71.705,97.48899999999998,116.25599999999997,125.172,134.439,165.88799999999998]",,4,"[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997]","[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997]",3,"[98.588,116.90399999999997,166.60399999999998]","[98.588,116.90399999999997,166.60399999999998]","[""legit_button""]",7.130434783,1.542,3.793478261,2.758,1.065217391,2.419,0,6,6,7,1,resources/images/legit_21.png,legit,0.8,0.8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,8,"[53.355999999999995,71.705,97.48899999999998,116.255,125.172,134.439,165.88799999999998,176.12199999999999]","[53.357,71.705,97.48899999999998,116.25599999999997,125.172,134.439,165.88799999999998,176.12199999999999]",,5,"[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997]","[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997]",3,"[98.588,116.90399999999997,166.60399999999998]","[98.588,116.90399999999997,166.60399999999998]","[""scam_button""]",0.923913043,1.758,6.945652174,1.52,2.923913043,1.544,0,7,7,19,1,resources/images/scam_21.png,scam,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,9,"[53.355999999999995,71.705,97.48899999999998,116.255,125.172,134.439,165.88799999999998,176.12199999999999,184.55499999999998]","[53.357,71.705,97.48899999999998,116.25599999999997,125.172,134.439,165.88799999999998,176.12199999999999,184.55499999999998]",,6,"[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997,185.737]","[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997,185.737]",3,"[98.588,116.90399999999997,166.60399999999998]","[98.588,116.90399999999997,166.60399999999998]","[""scam_button""]",7.72826087,1.302,7.054347826,3.353,4.054347826,0.792,0,8,8,11,1,resources/images/scam16.png,scam,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,10,"[53.355999999999995,71.705,97.48899999999998,116.255,125.172,134.439,165.88799999999998,176.12199999999999,184.55499999999998,194.80499999999998]","[53.357,71.705,97.48899999999998,116.25599999999997,125.172,134.439,165.88799999999998,176.12199999999999,184.55499999999998,194.80499999999998]",,7,"[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997,185.737,195.36999999999998]","[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997,185.737,195.36999999999998]",3,"[98.588,116.90399999999997,166.60399999999998]","[98.588,116.90399999999997,166.60399999999998]","[""scam_button""]",9.934782609,1.371,8.880434783,1.454,1.141304348,1.675,0,9,9,20,1,resources/images/scam_30.png,scam,1.45,0.6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,11,"[53.355999999999995,71.705,97.48899999999998,116.255,125.172,134.439,165.88799999999998,176.12199999999999,184.55499999999998,194.80499999999998,206.22099999999998]","[53.357,71.705,97.48899999999998,116.25599999999997,125.172,134.439,165.88799999999998,176.12199999999999,184.55499999999998,194.80499999999998,206.22099999999998]",,8,"[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997,185.737,195.36999999999998,207.337]","[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997,185.737,195.36999999999998,207.337]",3,"[98.588,116.90399999999997,166.60399999999998]","[98.588,116.90399999999997,166.60399999999998]","[""scam_button""]",8.75,1.271,7.054347826,2.469,2.945652174,1.263,0,10,10,1,1,resources/images/scam9.jpg,scam,0.65,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,310956,001,2025-04-16_22h00.12.280,SLSIC2,2022.2.5,MacIntel,62.5,,,,,,,,,,,12,"[53.355999999999995,71.705,97.48899999999998,116.255,125.172,134.439,165.88799999999998,176.12199999999999,184.55499999999998,194.80499999999998,206.22099999999998,219.81999999999996]","[53.357,71.705,97.48899999999998,116.25599999999997,125.172,134.439,165.88799999999998,176.12199999999999,184.55499999999998,194.80499999999998,206.22099999999998,219.821]",,9,"[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997,185.737,195.36999999999998,207.337,220.803]","[53.98800000000001,72.68799999999999,125.80399999999997,134.98799999999997,177.15399999999997,185.737,195.36999999999998,207.337,220.803]",3,"[98.588,116.90399999999997,166.60399999999998]","[98.588,116.90399999999997,166.60399999999998]","[""scam_button""]",9.956521739,1.508,8.641304348,0.971,0.141304348,1.572,0,11,11,5,1,resources/images/legit12.jpg,legit,1,0.65,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
